,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
商船,-0.0017555952072143555,0.012983253225684166,0.0008308207616209984,-0.003695305436849594,-0.010197462514042854,-0.005744902417063713,-0.0051406798884272575,0.0011707206722348928,-0.0005010964232496917,0.0016917592147365212,0.008345501497387886,-0.0016486975364387035,-0.012564817443490028,0.0054290867410600185,-0.00795277301222086,-0.0017319920007139444,-0.002551567042246461,0.004948957823216915,-0.0027252298314124346,-0.004888331517577171,0.006565445102751255,0.0023327525705099106,-0.008705005049705505,0.005508980248123407,0.002834554063156247,-0.0011444021947681904,-0.004587873350828886,-0.014042222872376442,-0.0028479627799242735,0.00036898907274007797,-0.004761801101267338,0.001641023438423872,0.008774328976869583,0.002636584686115384,0.00240437313914299,-0.008322374895215034,-0.004036019556224346,-0.0038008885458111763,-0.006084343884140253,0.005719439126551151,0.0022778608836233616,0.009145865216851234,-0.0013886126689612865,0.012252294458448887,0.00019626086577773094,0.0008123202132992446,0.003082788549363613,0.004406435880810022,-0.00680962111800909,-0.007468096446245909,-0.0030461458954960108,0.008375325240194798,-0.00546331936493516,-0.00210253382101655,-0.00307202385738492,-0.010294550098478794,0.010971435345709324,-0.004783703479915857,0.0016053125727921724,-0.005708545912057161,-0.005368649028241634,-0.00922192633152008,0.00379305612295866,0.000397638650611043,-0.001345447264611721,0.001481346320360899,0.004144973587244749,-0.005913889035582542,0.00632971478626132,0.006377188488841057,0.0028578611090779305,-0.0015181085327640176,-0.004715306684374809,-0.0004369410453364253,-0.0008455474162474275,-0.0050912522710859776,-0.004425744991749525,-0.010059354826807976,0.0013232969213277102,0.009231706149876118,0.00021309219300746918,0.010560017079114914,0.005984606686979532,-0.0007067859987728298,0.0029217274859547615,0.006830036640167236,0.0018755949568003416,0.004162452183663845,-0.004189515486359596,0.005301662255078554,-0.006383220665156841,0.012649578973650932,0.0018048303900286555,-0.004006230738013983,0.0037383469752967358,-0.005443268455564976,0.008899454027414322,-0.0010353518882766366,-0.01107948087155819,0.004805511794984341
三井,-0.00103439309168607,0.000763370597269386,0.0053186723962426186,-0.0016896722372621298,0.0010567217832431197,0.003070738399401307,-0.002664203755557537,0.005284079350531101,0.0006748468149453402,0.003785789245739579,8.312714271596633e-06,0.0017000569496303797,0.0022269694600254297,7.692317012697458e-05,-0.003965209238231182,-0.001817432465031743,0.0003057518042623997,-0.001766812289133668,0.0031508011743426323,-0.0006732692709192634,-0.005759186111390591,-0.00492561049759388,-0.0062466030940413475,0.0017986055463552475,0.007271242793649435,0.003870853688567877,-0.004606867674738169,0.003132144222036004,-0.004854584578424692,-0.004088591318577528,-0.0020426157861948013,-0.0003484613262116909,0.0017904354026541114,-0.0025043801870197058,-0.0018039154820144176,-0.0021873796358704567,0.0029092878103256226,0.00199088454246521,0.0020762314088642597,0.002805878408253193,-0.0032293638214468956,0.002594501245766878,-0.00274765957146883,0.0016486451495438814,-0.003976848907768726,0.0021469760686159134,-0.0006562098860740662,0.002892286516726017,-0.0028827113565057516,-0.00807005912065506,-0.004506872966885567,0.006804115138947964,-0.00499102333560586,-0.0026071316096931696,-0.0004852660931646824,-0.003221674356609583,-6.842514267191291e-06,-0.00014172622468322515,0.006228557787835598,0.000995033304207027,0.00021045788889750838,-0.00878398772329092,0.0010219657560810447,0.002574165817350149,-0.004219569265842438,9.533436968922615e-05,-0.0034659747034311295,-0.0006874946411699057,0.0031544798985123634,0.0015310791786760092,-0.0028564995154738426,0.0042865523137152195,-0.0031082909554243088,-0.003101876936852932,0.0009930378291755915,0.003677177941426635,-0.004162087570875883,-0.0020034736953675747,-0.0006843273295089602,-0.00031500961631536484,0.0017767992103472352,0.002787957666441798,0.001374747371301055,-0.006478363182395697,-0.0015663045924156904,0.002724315272644162,-0.0035253704991191626,0.001727322000078857,0.0013935361057519913,0.0009891027584671974,-0.006341071333736181,-0.002402575919404626,0.0005636295536532998,-0.0010794552508741617,0.0026243790052831173,-0.0018486854387447238,0.003766241716220975,-0.006268809549510479,0.004699250683188438,0.0016794762341305614
*,0.008786228485405445,0.004645317327231169,0.005182773340493441,0.001654416904784739,-0.006410692818462849,-0.004357215017080307,-0.0007027219980955124,0.000488435965962708,0.007725553121417761,0.004240661393851042,-0.00016579209477640688,0.0013572126626968384,-0.007151300553232431,0.0010175181087106466,-0.005522071849554777,-0.002735169604420662,-0.006122781429439783,0.005116110201925039,0.0060485610738396645,-0.0017456931527704,-0.007447489537298679,0.002958388067781925,-0.0031280899420380592,0.0018011156935244799,0.003286577295511961,0.006676911376416683,0.001348730642348528,4.29514329880476e-05,0.0015511567471548915,0.006318161264061928,0.00038160179974511266,-0.0032335445284843445,0.007329554297029972,3.070151433348656e-05,-0.003704341361299157,0.005588927771896124,-0.004980623256415129,0.00304255704395473,-0.00386891420930624,0.002899603685364127,-0.0014796812320128083,0.0017470596358180046,-0.00010586052667349577,-0.003508114255964756,0.005978377535939217,-0.0010349886724725366,-0.007251705043017864,0.004480506293475628,0.0003250566078349948,0.002198172500357032,-0.003314505098387599,0.006281082518398762,0.002762173768132925,0.008461711928248405,0.004774737171828747,0.0006773220375180244,-0.00246644439175725,-0.0012071849778294563,0.0010325433686375618,-0.0048009236343204975,0.005016846116632223,-0.0021088854409754276,0.0008529721526429057,0.004661749582737684,-0.0004902414511889219,-0.0012274496257305145,0.0004801193717867136,-0.0036784522235393524,-0.0016729587223380804,0.003945144824683666,0.002611943054944277,-0.00176020129583776,0.005646371282637119,-0.0027695440221577883,0.009522367268800735,0.004396052099764347,-0.00214422307908535,-0.0038038850761950016,-0.0057482970878481865,0.0025276863016188145,9.748968295753002e-05,0.005858485586941242,-0.0009712782921269536,-0.005166997201740742,0.0020383596420288086,0.009130768477916718,0.0012849527411162853,0.0016389578813686967,-0.0033759665675461292,0.0052484129555523396,-0.004838714841753244,0.0053263455629348755,0.0012256167829036713,0.00142975605558604,-0.00033743015956133604,-0.0008150849025696516,-0.0003719778615050018,-0.007502710446715355,0.004238155670464039,-0.0031635805498808622
新規,0.0023779473267495632,0.005990834441035986,0.006412622984498739,0.005231435876339674,-0.002668727422133088,-9.471725206822157e-05,-0.0006553060375154018,-0.0006739182863384485,0.0006066943751648068,-0.0021654204465448856,-0.00040307757444679737,0.00029428693233057857,-0.008087877184152603,-0.0026588034816086292,-0.004473196808248758,-0.000121257733553648,-0.000911144888959825,-0.003829732071608305,0.0007414567517116666,-0.004523243755102158,0.0009844759479165077,-0.0011211936362087727,-0.007852809503674507,0.0027469233609735966,0.0007191112381406128,0.0009996998123824596,8.961372077465057e-05,-0.0023667216300964355,0.0011080382391810417,0.0030384445562958717,-0.0054360562935471535,0.0032880648504942656,0.0017739181639626622,0.002613781252875924,0.003345529083162546,-0.0023373407311737537,-0.0029609608463943005,-0.0016438468592241406,0.002330894349142909,0.0011676349677145481,0.0034170947037637234,0.0040413192473351955,-0.0030780015513300896,0.0012479608412832022,-0.0039465404115617275,0.0017514446517452598,-0.001982947811484337,0.0015053845709189773,0.003891788423061371,-0.0009743015398271382,-0.002077512675896287,-0.000745164230465889,-0.0005879753734916449,0.0054003410041332245,0.0002791337901726365,-0.00098220759537071,0.004872916731983423,-0.0004906792310066521,0.008703202940523624,-0.00023727142252027988,0.0022962577641010284,-0.005623954813927412,0.004820237867534161,-0.0033351220190525055,0.004949066787958145,-0.001979118213057518,0.00572988810017705,-0.0016392548568546772,-0.0006887922063469887,0.001923777163028717,-0.00027873943326994777,-0.0004644978907890618,0.0024795588105916977,0.0018365700962021947,0.0047354018315672874,-0.003820640966296196,-0.00021653017029166222,-0.0018468385096639395,-0.002380016725510359,-0.002309535164386034,-0.0016080685891211033,0.0031617977656424046,0.004398826044052839,-0.003769275965169072,-0.0007920803618617356,1.577497459948063e-05,0.004405700135976076,-0.0009266771376132965,-0.0025090198032557964,-0.0033891284838318825,-0.00546692218631506,0.0022274537477642298,-0.00251461798325181,-0.007883990183472633,3.3535994589328766e-05,0.0015908151399344206,0.0038729566149413586,-0.0012928409269079566,-0.0023504463024437428,-0.0029774378053843975
ドライ,0.006898542400449514,0.0006569123361259699,-0.002763959113508463,0.0022635068744421005,-0.004143339581787586,0.00894206389784813,-0.003760876599699259,-0.0024365927092731,-0.007191110402345657,0.0017993198707699776,0.0005786428228020668,0.0021312444005161524,-0.0014499551616609097,0.0054913731291890144,0.0039022215642035007,-0.005620740819722414,0.0008804211392998695,0.0016725161112844944,0.0013063177466392517,0.0034112981520593166,-0.000883535947650671,-0.0026553645730018616,-0.0036963913589715958,-0.0015339080709964037,-0.002241311362013221,-0.004814526066184044,-0.006933084689080715,0.002692770678550005,0.0008235884597525001,0.0019974629394710064,-0.00308471592143178,-0.003409050637856126,-0.001960525056347251,0.0037136361934244633,0.00030000414699316025,0.0023240228183567524,0.0020946403965353966,-0.00582136632874608,-0.002093568677082658,-0.007443778216838837,-0.0012395730009302497,-0.005817666184157133,0.0007509186980314553,-0.0031391617376357317,0.000315825454890728,0.002776032779365778,0.0015601926716044545,0.002120065037161112,-0.008244231343269348,-0.007032089401036501,-0.0066137900575995445,0.00733676552772522,0.0011764522641897202,0.0031891693361103535,-5.1034847274422646e-05,0.004197657108306885,0.010821664705872536,-0.00011041050311177969,-0.005474709905683994,-0.009560087695717812,-0.007332386914640665,-0.0019126480910927057,-0.005394459702074528,0.0012404699809849262,0.008039725944399834,0.001958073815330863,0.0007100873626768589,-0.007163114845752716,0.003523876192048192,-0.0018537475261837244,0.005869291722774506,0.002799427602440119,-0.005082773044705391,-0.0028300208505243063,0.005194004625082016,-0.009162520989775658,0.005296383053064346,-0.0030971034429967403,-0.006514746695756912,-0.003725536400452256,-0.0003223004750907421,0.009345215745270252,0.0005831473972648382,0.001284947618842125,0.0036161525640636683,-0.0006311094621196389,0.0034845967311412096,-0.004423908889293671,0.00014212497626431286,-0.0051165116019546986,0.004110437352210283,0.009431778453290462,0.003015096066519618,-0.002348492853343487,-0.00021749472944065928,0.00023345788940787315,0.0023825832176953554,-0.0007339310832321644,-0.0003981795161962509,-0.007722026202827692
市況,-0.0017332620918750763,0.0027992231771349907,0.0026637264527380466,-0.00604467187076807,-0.0006369550246745348,0.004352889955043793,0.003444880712777376,-0.0037624055985361338,0.0019031345145776868,-0.006607518997043371,0.0053143068216741085,0.0026386808604002,-0.007713764905929565,-0.006864912807941437,0.0008982701692730188,-0.0040261209942400455,-0.00046927380026318133,-0.006819350644946098,-0.0008537709945812821,0.0009535127319395542,0.004643471445888281,0.001134122139774263,0.0021839458495378494,0.004385334439575672,0.001571674132719636,-0.005365587305277586,-0.0071695102378726006,-0.009438971057534218,0.0008317249594256282,-0.0012125059729442,-0.0005823522806167603,0.00047041475772857666,0.00730621162801981,0.007080065552145243,0.004413018934428692,0.002354198833927512,-6.006099283695221e-06,0.0038932834286242723,-0.003400178626179695,-0.00022038689348846674,-0.003611740656197071,0.005582792684435844,-0.0002916865050792694,0.005592687055468559,-5.474337376654148e-05,-0.002955110976472497,0.007197714410722256,0.0009964627679437399,0.002440639305859804,-0.0026971411425620317,-0.0011993322987109423,0.004341311287134886,-0.002501645591109991,-0.004879070911556482,-0.0011223971378058195,-0.004818688612431288,-0.0014006104320287704,0.0008304401417262852,-0.0011039148084819317,-0.0017361331265419722,-0.0031692879274487495,0.0010167527943849564,-0.0007354135159403086,-0.010560417547821999,0.006506327074021101,-0.0009334556525573134,0.002131486078724265,-0.00112228374928236,0.001224955078214407,-0.005885697901248932,-0.0004956772900186479,0.007265556138008833,-7.420172914862633e-05,-0.003726501949131489,0.006966666784137487,-0.0030535089317709208,-0.0008616349659860134,0.0019259618129581213,0.0038902703672647476,9.780621621757746e-05,0.002138855867087841,0.0030037693213671446,0.00766030652448535,-0.0019240472465753555,0.004370170645415783,0.00028604589169844985,0.004058489575982094,-0.0034016757272183895,-0.0005280880723148584,0.007650810293853283,-0.006259644869714975,0.005582336336374283,-0.0010975506156682968,-0.00136546790599823,0.0019987323321402073,-0.006253606174141169,0.0018355848733335733,0.003326497972011566,-0.0002069980837404728,-0.0020089035388082266
水準,0.0007370201637968421,0.0031175739131867886,0.0031692846678197384,-0.0034883334301412106,0.0019129824358969927,0.006668665912002325,0.0006115110591053963,-2.8054462745785713e-05,0.0010482312645763159,-0.0001579451491124928,0.0011413355823606253,0.004552842583507299,9.431084617972374e-05,0.005169901996850967,-0.000916968216188252,0.0010837591253221035,-0.003110830206423998,-0.0056251538917422295,0.000620916485786438,-0.0003383644507266581,0.0006024372414685786,-9.240268263965845e-05,-0.009645494632422924,0.004115063231438398,-0.0005980474525131285,-0.0024769955780357122,0.0014449416194111109,0.00041225773748010397,-0.004756716080009937,-0.0017349033150821924,-0.005300714168697596,-0.0019838502630591393,0.005134274251759052,0.001090911333449185,0.0024477471597492695,0.0002942007267847657,-0.00018216564785689116,-0.0027886335738003254,0.004393528215587139,-0.0010596169158816338,-0.0014797755284234881,0.002013702178373933,-0.0016153525793924928,-0.0012906743213534355,-0.0011652667308226228,-0.0010729872155934572,-0.004371847957372665,-0.0019300415879115462,-0.001907146186567843,-0.0037717430386692286,0.0007450109114870429,0.002471417421475053,0.0025149756111204624,-0.0061758882366120815,0.0020298254676163197,-0.003946789540350437,0.00634585740044713,-0.0030893972143530846,0.0002416331262793392,0.0010684265289455652,0.0008311433484777808,-0.001088479533791542,-0.005187543574720621,-0.0007165097631514072,-3.33606731146574e-05,0.0020388050470501184,-0.0036753590684384108,-0.002921144012361765,0.0015789950266480446,-0.003533210838213563,0.002146642655134201,-0.0035033193416893482,-0.0016438541933894157,-0.0018038377165794373,-0.0009345955331809819,0.003551891539245844,-0.003197670681402087,-0.0019731034990400076,0.005144286900758743,0.003469415009021759,0.00025803851895034313,0.004496702924370766,-0.0035048089921474457,-0.002132657216861844,-0.0008142850128933787,-0.0013166815042495728,0.001079609151929617,0.0009177179890684783,-0.003220099024474621,0.001579203875735402,-0.0027651567943394184,0.003732884768396616,-0.0010417700977995992,-0.004868578165769577,-0.0038168143946677446,-0.003139563836157322,0.0003417551051825285,0.0011158545967191458,0.0007141715032048523,0.0018399942200630903
低下,-0.00945370178669691,0.0038001416251063347,0.000855378108099103,-0.00019798881839960814,-0.003754345001652837,0.003313168417662382,-0.00405095424503088,0.0002780653885565698,0.00020157091785222292,0.004166550934314728,-0.0006218721391633153,-0.00015483982861042023,-0.001572689157910645,0.0008100220002233982,-0.002764379372820258,0.000980143784545362,0.003019829047843814,0.002206390956416726,0.0029623154550790787,-0.004121219739317894,-0.0016788489883765578,0.0011282280320301652,-0.004032433498650789,-0.0012380334082990885,0.004297628998756409,-0.005442491266876459,0.0024391524493694305,-0.007648681290447712,-0.0009089771192520857,0.002692637499421835,0.002337596146389842,-0.0027534859254956245,0.004971408285200596,-0.0004996118368580937,0.002502125920727849,-0.002653544768691063,-0.0015724104596301913,0.0019712948706001043,-0.000619487720541656,0.0011102616554126143,0.005758040118962526,-0.0015526175266131759,-0.005140069872140884,0.004696713760495186,-0.003781263716518879,0.0031016820576041937,-0.00015678018098697066,-0.0005703514907509089,-0.0029929426964372396,0.000126940431073308,-0.0014286283403635025,0.001584419864229858,0.004601430147886276,0.0023250430822372437,0.0033901138231158257,-0.0021765748970210552,0.002494208747521043,0.0023379349149763584,-0.0010292038787156343,0.0009812013013288379,0.0020563891157507896,0.001957797212526202,-0.003972100559622049,-0.005162544548511505,-0.0021290183067321777,-0.0016349387587979436,-0.0020598398987203836,0.00043851055670529604,0.002784896409139037,-0.0004800138412974775,0.001345944358035922,0.0023803014773875475,-0.0020020196679979563,0.0009595672017894685,0.006262701936066151,-0.0011227834038436413,0.0001639437978155911,-0.00881067756563425,0.001728262985125184,0.0008810322033241391,-0.0033558907452970743,0.010789236053824425,-0.0029178019613027573,0.004362880252301693,0.001271809684112668,0.0007887977408245206,0.008051938377320766,-0.0006178146577440202,-0.003383329603821039,0.005648900289088488,0.0007109257858246565,0.0017512975027784705,0.002370604546740651,-0.0020431852899491787,-0.003398428438231349,0.005204795394092798,0.0033127805218100548,0.0036033526994287968,-0.0008132742368616164,0.007393627427518368
剥落,-0.005189699120819569,-0.0004526198608800769,0.002063809195533395,0.004667250439524651,-0.0059428405947983265,0.0015978143783286214,-0.00612270412966609,-0.001467436901293695,0.0013939616037532687,-0.0014762342907488346,-0.0032507728319615126,0.0008954319637268782,-0.002663519699126482,0.0004243222065269947,0.0029612525831907988,-0.00473052030429244,-0.003990889526903629,-0.002491929568350315,0.0017841908847913146,-0.003436458995565772,-0.004351011477410793,-0.0016617237124592066,-0.006138722412288189,0.005395198240876198,-0.003432048950344324,-0.0027584636118263006,0.0011442186078056693,-0.004790860693901777,0.00023829052224755287,0.0039046783931553364,0.001078000757843256,-0.0010301172733306885,-0.0020793406292796135,0.0018798719393089414,-0.0014067129231989384,0.0008130464120768011,-0.003995467908680439,-0.002112307585775852,-0.0003785767185036093,0.002325584413483739,0.0015951967798173428,-0.0018883603624999523,-0.002608256181702018,0.009246014058589935,-0.00036582944449037313,0.0029513598419725895,0.0019235227955505252,-0.00239365641027689,-0.0015184308867901564,0.0024282627273350954,0.004838400520384312,0.0012333180056884885,-0.0011034489143639803,-0.0016510483110323548,0.0026753097772598267,-0.004462875425815582,0.00870693288743496,0.002688881941139698,-0.0003393286024220288,-0.003231631126254797,9.020697325468063e-05,-0.0028284285217523575,0.002588563598692417,-0.0009197277831844985,0.0012657665647566319,0.000350399874150753,-0.00017152237705886364,0.002157342853024602,0.0010335526894778013,0.005591265857219696,-0.0009075021371245384,-0.0037321981508284807,-0.0031734684016555548,-0.0023108094464987516,0.007866961881518364,-0.006794571410864592,-0.0031105740927159786,-0.0033761453814804554,0.0016164792468771338,-0.0009370708139613271,-0.004005934577435255,0.002069101668894291,-0.00026706513017416,0.001499260077252984,0.0037419393192976713,0.0009289816953241825,0.0010398218873888254,0.0014014809858053923,-0.004567933268845081,0.002930309623479843,-0.004699876066297293,0.0021934667602181435,0.0007266921456903219,-0.002015892416238785,0.004167012870311737,-0.004396424163132906,0.000698161544278264,-0.0008257799781858921,-0.0014502746053040028,0.00469293724745512
投資,-0.005204357672482729,0.006587861105799675,-0.003473117481917143,-0.0010282557923346758,-0.004222167655825615,-0.00020188756752759218,-0.001842863392084837,-0.0032663391903042793,0.0014909736346453428,0.002021962543949485,0.0005883973790332675,-6.939456216059625e-05,-0.002428452018648386,0.0032156389206647873,0.005310114473104477,-0.0007628195453435183,0.00012972380500286818,-0.0026212602388113737,-0.0032137115485966206,-0.0009449318749830127,-0.003051001112908125,-0.00017885526176542044,-0.006393719930201769,0.006164885591715574,-0.001877898583188653,0.003520906437188387,0.004997828043997288,0.00020389643032103777,-0.0014283424243330956,0.00026956829242408276,-0.0035210680216550827,-0.0006224726093932986,1.60380732268095e-05,-0.0024988013319671154,0.002641403116285801,0.003993919584900141,-0.0022838949225842953,0.0031636813655495644,0.0020230417139828205,0.0006290694000199437,-0.004124208819121122,-0.00019165873527526855,-0.004667747765779495,0.007398887537419796,0.0021864159498363733,0.0004553546314127743,0.0016205034917220473,0.002943491330370307,-0.005271138623356819,-0.005091244820505381,0.003252670867368579,0.0030520569998770952,0.0010947954142466187,-0.003643818898126483,-0.0018257858464494348,-0.0008422514656558633,0.0054089464247226715,0.0010697008110582829,0.0013731936924159527,-0.000696263276040554,-0.0015264125540852547,-7.734168320894241e-05,0.0009400143171660602,0.001127348281443119,-0.004465123172849417,-0.0031372741796076298,0.0023392909206449986,-0.0005456644576042891,0.0035300790332257748,-0.0014358065091073513,0.0007035735761746764,0.005455631762742996,-0.0026635436806827784,-0.0022219845559448004,-0.0006411804351955652,-0.004489016253501177,-0.006088152527809143,0.00014411821030080318,7.066142279654741e-05,0.0025835770647972822,-0.0010334941325709224,-0.0001056756591424346,0.0031913581769913435,0.004450937267392874,-0.00025595398619771004,0.0010725302854552865,-2.4499371647834778e-05,-0.0008070791373029351,0.0013035342562943697,0.00017581286374479532,-0.0032250741496682167,0.0007207152666524053,-0.0028589104767888784,-0.0010101288789883256,0.0013176597421988845,0.0003451716620475054,-0.004627188667654991,-0.001820077421143651,-0.0018347345758229494,-0.004481073003262281
